Recto,Verso,Commentaire,Source,Tags
Patient de 13 ans victime d’un accident de la voie publique avec point d’impact au niveau du genou droit. Le patient avait présenté une impotence fonctionnelle totale du membre inférieur droit et un genou tuméfie. La palpation avait noté la présente d’une douleur exquise au niveau de l’extrémité inférieur du fémur droit Quel est votre diagnostic ?,Réponse Il s’agit d’un décollement épiphysaire type 1 de l’extrémité inférieure du fémur droit,Classification de Salter et Harris : Fracture type 1 : le trait de fracture intéresse exclusivement le cartilage de croissance : il s’agit d’un décollement épiphysaire pur séparant le massif bicondylien de la métaphyse. Fracture type 2 : le trait passe au niveau du cartilage de croissance et de la métaphyse. Il sépare le massif bicondylien en emportant une lame de la métaphyse. Fracture type 3 : le trait de fracture passe au niveau de l’épiphyse et du cartilage de croissance ; c’est un équivalent d’une fracture intercondylienne. Fracture type 4 : le trait de fracture passe au niveau de l’épiphyse de la métaphyse et du cartilage de croissance. Les fractures décollement épiphysaire type I et II sont les plus fréquentes.,Thèse N°53-18 (FMP Marrakech) — Fractures du membre inférieur de l'enfant,CaseBasedLearning ClinicalReasoning GrowthPlate LowerExtremity Mechanism::AVP Orthopedics Pediatrics Region::Femur SalterHarris Topic::DecollementEpiphysaire Traumatology
Patient de 13 ans victime d’un accident de la voie publique avec point d’impact au niveau du genou droit. Le patient avait présenté une impotence fonctionnelle totale du membre inférieur droit et un genou tuméfie. La palpation avait noté la présente d’une douleur exquise au niveau de l’extrémité inférieur du fémur droit Quelle est votre attitude thérapeutique ?,Réponse Réduction de la fracture et embrochage en tour Eiffel puis immobilisation par plâtre cruro pédieux en légère flexion du genou Mise en charge après consolidation.,"Fracture type I et II non déplacée : Immobilisation cruro-pédieuse, directe ou après ostéosynthèse, genou fléchi à 30 degré. Fracture type I et II déplacée : Réduction orthopédique sous anesthésie générale et immobilisation cruro-pédieuse lorsque la réduction est satisfaisante. Dans le cas contraire une réduction chirurgicale s’impose : ostéosynthèse par deux broches Kirchner obliques en croix transfixiant la physe, protégée par une immobilisation cruro-pédieuse post opératoire. Fracture type III et IV : Le plus souvent une réduction chirurgicale s’impose, généralement l’ostéosynthèse sera réalisée par vissage.",Thèse N°53-18 (FMP Marrakech) — Fractures du membre inférieur de l'enfant,CaseBasedLearning GrowthPlate LowerExtremity Mechanism::AVP NonOperativeManagement Orthopedics Pediatrics Region::Femur SalterHarris SurgicalManagement Topic::DecollementEpiphysaire Traumatology
Patient de 13 ans victime d’un accident de la voie publique avec point d’impact au niveau du genou droit. Le patient avait présenté une impotence fonctionnelle totale du membre inférieur droit et un genou tuméfie. La palpation avait noté la présente d’une douleur exquise au niveau de l’extrémité inférieur du fémur droit Quelle est votre attitude post opératoire ?,Réponse Immobilisation plâtrée de 4 à 6 semaines. Contrôle radiographique à J 8 pour guetter un éventuel déplacement secondaire. Reprise de la marche de façon progressive à partir de la 6 ème semaine avec deux cannes béquilles.,,Thèse N°53-18 (FMP Marrakech) — Fractures du membre inférieur de l'enfant,CaseBasedLearning GrowthPlate Imaging LowerExtremity Mechanism::AVP NonOperativeManagement Orthopedics Pediatrics Region::Femur SalterHarris SurgicalManagement Topic::DecollementEpiphysaire Traumatology
Patient de 13 ans victime d’un accident de la voie publique avec point d’impact au niveau du genou droit. Le patient avait présenté une impotence fonctionnelle totale du membre inférieur droit et un genou tuméfie. La palpation avait noté la présente d’une douleur exquise au niveau de l’extrémité inférieur du fémur droit Quelles sont les séquelles possibles ?,Réponse Épiphysiodèse Cal vicieux Raideur articulaire Arthrose précoce,"L’épiphysiodèse est la complication la plus redoutable : Lorsque le pont est central, la conséquence est l’arrêt de la croissance, le raccourcissement est la conséquence d'un traumatisme survenu soit en cours de croissance soit un traumatisme violent avec un déplacement important. Le raccourcissement constitue la complication la plus redoutable. Il est le témoin d'une épiphysiodèse plus ou moins complète du cartilage de croissance. Cette épiphysiodèse peut être définitive et est d’autant plus grave que le décollement survient à un âge plus bas. Lorsque le pont est latéral la conséquence est une déviation axiale. Elle est la conséquence d’une épiphysiodèse incomplète. Au cours des lésions épiphysaires, l'épiphysiodèse s’observe surtout dans les fractures de type III , IV et V de Salter et Harris mais peuvent aussi se rencontrer, bien que plus rarement, dans les lésions de type II.",Thèse N°53-18 (FMP Marrakech) — Fractures du membre inférieur de l'enfant,CaseBasedLearning Complications GrowthPlate LowerExtremity Mechanism::AVP Orthopedics Pediatrics Region::Femur SalterHarris Topic::CalVicieux Topic::DecollementEpiphysaire Traumatology
"Patient de 15 ans, avait été victime d’un accident de la voie publique avec point d’impact au niveau du genou droit. Quel est votre diagnostic ? Interprétez la radiographie [image]",Réponse Il s’agit d’une fracture décollement épiphysaire de l’extrémité inférieur du fémur classée type II de Salter et Harris .,Classification de Salter et Harris : Fracture type 1 : le trait de fracture intéresse exclusivement le cartilage de croissance : il s’agit d’un décollement épiphysaire pur séparant le massif bicondylien de la métaphyse. Fracture type 2 : le trait passe au niveau du cartilage de croissance et de la métaphyse. Il sépare le massif bicondylien en emportant une lame de la métaphyse. Fracture type 3 : le trait de fracture passe au niveau de l’épiphyse et du cartilage de croissance ; c’est un équivalent d’une fracture intercondylienne. Fracture type 4 : le trait de fracture passe au niveau de l’épiphyse de la métaphyse et du cartilage de croissance. Les fractures décollement épiphysaire type I et II sont les plus fréquentes.,Thèse N°53-18 (FMP Marrakech) — Fractures du membre inférieur de l'enfant,CaseBasedLearning ClinicalReasoning GrowthPlate Imaging LowerExtremity Mechanism::AVP Orthopedics Pediatrics Region::Femur SalterHarris Topic::DecollementEpiphysaire Traumatology
"Patient de 15 ans, avait été victime d’un accident de la voie publique avec point d’impact au niveau du genou droit. Quelles sont les complications à rechercher ?",Réponse -Atteinte de l’artère poplitée -Atteinte du nerf péronier -L’ouverture cutanée,"Atteinte de l’artère poplitée : rare et représente 1% des accidents. En cas de persistance des signes d’ischémie après réduction, l’exploration chirurgicale s’impose. Atteinte du nerf péronier survient dans 3% des cas.",Thèse N°53-18 (FMP Marrakech) — Fractures du membre inférieur de l'enfant,CaseBasedLearning Complications GrowthPlate LowerExtremity Mechanism::AVP Orthopedics Pediatrics Region::Femur SalterHarris SurgicalManagement Topic::DecollementEpiphysaire Topic::FractureOuverte Topic::Neurovasculaire Traumatology
"Patient de 15 ans, avait été victime d’un accident de la voie publique avec point d’impact au niveau du genou droit. Quel traitement proposez vous ?","Réponse Sous anesthésie générale, au bloc opératoire, réduction à ciel fermé du foyer de fracture et fixation par vissage puis immobilisation par genouillère plâtrée pendant 4 à 6 semaines. [image][image]","Fracture type I et II non déplacée : Immobilisation cruro-pédieuse, directe ou après ostéosynthèse, genou fléchi à 30 degré. Fracture type I et II déplacée : Réduction orthopédique sous anesthésie générale et immobilisation cruro-pédieuse lorsque la réduction est satisfaisante. Dans le cas contraire une réduction chirurgicale s’impose : ostéosynthèse par deux broches Kirchner obliques en croix transfixiant la physe, protégée par une immobilisation cruro-pédieuse post opératoire. Fracture type III et IV : Le plus souvent une réduction chirurgicale s’impose, généralement l’ostéosynthèse sera réalisée par vissage.",Thèse N°53-18 (FMP Marrakech) — Fractures du membre inférieur de l'enfant,CaseBasedLearning GrowthPlate LowerExtremity Mechanism::AVP NonOperativeManagement Orthopedics Pediatrics Region::Femur SalterHarris SurgicalManagement Topic::DecollementEpiphysaire Traumatology
"Patient de 15 ans, avait été victime d’un accident de la voie publique avec point d’impact au niveau du genou droit. Quelle est la séquelle la plus redoutable ?",Réponse Il s’agit de l’épiphysiodèse qui se complique soit de désaxation soit d’inégalité de longueur des membres.,"Lorsque le pont est central, la conséquence est l’arrêt de la croissance, le raccourcissement est la conséquence d'un traumatisme survenu soit en cours de croissance soit un traumatisme violent avec un déplacement important. Le raccourcissement constitue la complication la plus redoutable. Il est le témoin d'une épiphysiodèse plus ou moins complète du cartilage de croissance. Cette épiphysiodèse peut être définitive et est d’autant plus grave que le décollement survient à un âge plus bas. Lorsque le pont est latéral la conséquence est une déviation axiale. Elle est la conséquence d’une épiphysiodèse incomplète. Au cours des lésions épiphysaires, l'épiphysiodèse s’observe surtout dans les fractures de type IV et V de Salter et Harris mais peuvent aussi se rencontrer, bien que plus rarement, dans les lésions de type III.",Thèse N°53-18 (FMP Marrakech) — Fractures du membre inférieur de l'enfant,CaseBasedLearning Complications GrowthPlate LowerExtremity Mechanism::AVP Orthopedics Pediatrics Region::Femur SalterHarris Topic::DecollementEpiphysaire Traumatology
"Patient de 14 ans, sans antécédents particuliers, avait été victime d’un traumatisme au niveau du genou droit lors d’un accident de la voie publique. Quel est votre diagnostic ? [image]",Réponse C’est une fracture décollement épiphysaire type II de Salter et Harris de l’extrémité supérieure du tibia droit.,,Thèse N°53-18 (FMP Marrakech) — Fractures du membre inférieur de l'enfant,CaseBasedLearning ClinicalReasoning GrowthPlate Imaging LowerExtremity Mechanism::AVP Orthopedics Pediatrics Region::Jambe SalterHarris Topic::DecollementEpiphysaire Traumatology
"Patient de 14 ans, sans antécédents particuliers, avait été victime d’un traumatisme au niveau du genou droit lors d’un accident de la voie publique. Quelles sont les complications à rechercher en urgence ?",Réponse Il faudra rechercher systématiquement : Une lésion de l’artère poplitée ou l’une de ses branches. Une lésion du nerf tibial ou nerf fibulaire commun. Une ouverture cutanée. Une lésion ligamentaire associée.,-Atteinte de l’artère poplitée ou l’une de ses branches est évaluée à 10% : il faudra rechercher les pouls avant et après toute manœuvre de réduction. -Lésion ligamentaire associée dans 50% des cas : touchant le ligament collatéral médial ou le ligament croisé antérieur. -Lésions neurologiques : les lésions du nerf tibial et du nerf fibulaire commun sont rares mais devront être recherchées systématiquement. -Ouverture cutanée.,Thèse N°53-18 (FMP Marrakech) — Fractures du membre inférieur de l'enfant,CaseBasedLearning Complications GrowthPlate LowerExtremity Mechanism::AVP Orthopedics Pediatrics Region::Jambe SalterHarris Topic::DecollementEpiphysaire Topic::FractureOuverte Topic::Neurovasculaire Traumatology
"Patient de 14 ans, sans antécédents particuliers, avait été victime d’un traumatisme au niveau du genou droit lors d’un accident de la voie publique. Quel traitement préconisez vous ?","Réponse Sous anesthésie générale, réduction à ciel fermé et vissage percutané suivi d’une immobilisation par plâtre cruro-pédieux. [image]","En présence de signes d’ischémie distale, la réduction sous anesthésie générale voire l’exploration sont une urgence absolue. De même les fractures très déplacées devront être réduites rapidement même en l’absence de complications vasculo-nerveuses initiales. Les fractures type I et II de Salter et Harris : Traitement orthopédique par immobilisation cruro-pédieuse après réduction sous anesthésie générale. En l’absence de réduction satisfaisante un abord chirurgical sera nécessaire : ostéosynthèse en croix ou vissage puis immobilisation cruro-pédieuse. Les fractures type III ou IV de Salter et Harris : -Réduction anatomique généralement par arthrotomie. -Ostéosynthèse par vissage ou embrochage. -Lorsque la croissance résiduelle est non négligeable, l’ostéosynthèse respectera tant que possible le cartilage de croissance. Il faudra évacuer les hémarthroses afin de soulager le patient.",Thèse N°53-18 (FMP Marrakech) — Fractures du membre inférieur de l'enfant,CaseBasedLearning Complications GrowthPlate LowerExtremity Mechanism::AVP NonOperativeManagement Orthopedics Pediatrics Region::Jambe SalterHarris SurgicalManagement Topic::DecollementEpiphysaire Traumatology
"Patient de 14 ans, sans antécédents particuliers, avait été victime d’un traumatisme au niveau du genou droit lors d’un accident de la voie publique. Quelles sont les séquelles possibles ?",Réponse -Epiphysiodèse. -cal vicieux. -Raideur articulaire. -Gonarthrose.,"Epiphysiodèse : une lésion du cartilage de croissance occasionnera des troubles de la croissance à type de déviations axiales (tibia vara, valga, recurvatum) voire une inégalité de longueur des membres. - Raideur articulaire : cette séquelle relativement fréquente en cas de fracture articulaire sera prévenue par une réduction anatomique et une rééducation appropriée après l’immobilisation. - Gonarthrose : Les fractures type III et IV ont un potentiel arthrogène.",Thèse N°53-18 (FMP Marrakech) — Fractures du membre inférieur de l'enfant,CaseBasedLearning Complications GrowthPlate LowerExtremity Mechanism::AVP NonOperativeManagement Orthopedics Pediatrics Region::Jambe SalterHarris Topic::CalVicieux Topic::DecollementEpiphysaire Traumatology
"Enfant de 12 ans, s’était présenté aux urgences pour traumatisme du genou gauche lors d’un accident de sport. Quel est votre diagnostic ? Interprétez la radiographie [image]",Réponse Il s’agit d’une fracture transversale de la rotule classée type I de Duparc.,"La fracture de rotule est une pathologie rare voir exceptionnelle chez l’enfant, le plus souvent secondaire à un traumatisme direct : accident de sport ou de la voie publique.",Thèse N°53-18 (FMP Marrakech) — Fractures du membre inférieur de l'enfant,BoardReview CaseBasedLearning ClinicalReasoning Imaging LowerExtremity Mechanism::Sport Orthopedics Pediatrics Region::Genou Traumatology
"Enfant de 12 ans, s’était présenté aux urgences pour traumatisme du genou gauche lors d’un accident de sport. Quelle est votre attitude thérapeutique ?",Réponse Sous anesthésie générale au bloc opératoire : réduction chirurgicale à ciel ouvert et ostéosynthèse par cerclage haubanage. [image],Le traitement des fractures sans rupture de l’appareil extenseur consistent en une immobilisation cruro-malléolaire allant de 4 à 6 semaines. Pour les fractures avec rupture de l’appareil extenseur mais sans déplacement on optera soit pour l’immobilisation cruro-malléolaire soit pour une ostéosynthèse par vis. Pour les fractures avec rupture de l’appareil extenseur avec déplacement le traitement est chirurgical ; l’ostéosynthèse se fera par embrochage et haubanage,Thèse N°53-18 (FMP Marrakech) — Fractures du membre inférieur de l'enfant,BoardReview CaseBasedLearning LowerExtremity Mechanism::Sport NonOperativeManagement Orthopedics Pediatrics Region::Genou SurgicalManagement Traumatology
"Enfant de 12 ans, s’était présenté aux urgences pour traumatisme du genou gauche lors d’un accident de sport. Quelles sont les mesures associées et les suites post opératoires ?",Réponse -Immobilisation cruro-malléolaire. -Contrôle radiographique sous plâtre à j8 et j15. -Pas d’activité sportive durant 3 mois. -Possible rééducation après immobilisation afin de récupérer les amplitudes articulaires.,,Thèse N°53-18 (FMP Marrakech) — Fractures du membre inférieur de l'enfant,BoardReview CaseBasedLearning Imaging LowerExtremity Mechanism::Sport NonOperativeManagement Orthopedics Pediatrics Region::Genou SurgicalManagement Traumatology
"Enfant de 12 ans, s’était présenté aux urgences pour traumatisme du genou gauche lors d’un accident de sport. Quelles sont les séquelles possibles ?",Réponse -Patella alta : rotule haute -Insuffisance quadricipitale. -Lésios ostéo-cartilagineuses fémoro-patellaire et gonarthrose précoce,,Thèse N°53-18 (FMP Marrakech) — Fractures du membre inférieur de l'enfant,BoardReview CaseBasedLearning Complications LowerExtremity Mechanism::Sport Orthopedics Pediatrics Region::Genou Traumatology
"Patient de 14 ans, sans antécédents particuliers, victime d’un traumatisme du genou lors d’un accident de la voie publique. Quel est votre diagnostic ? Interprétez la radiographie [image][image]",Réponse Fracture de l’épine tibiale type 4.,"La fracture des épines tibiales est relativement rare, son incidence est de 3 cas/100.000 fractures de l’enfant, les adolescents sportifs entre 8 et 17 ans étant plus exposés. Le fragment détaché correspond à la zone d’insertion osseuse du ligament croisé antérieur.",Thèse N°53-18 (FMP Marrakech) — Fractures du membre inférieur de l'enfant,BoardReview CaseBasedLearning ClinicalReasoning Imaging LowerExtremity Mechanism::AVP Orthopedics Pediatrics Region::Genou Traumatology
"Patient de 14 ans, sans antécédents particuliers, victime d’un traumatisme du genou lors d’un accident de la voie publique. Quel autre examen paraclinique demandez vous ?",Réponse un scanner du genou. [image],,Thèse N°53-18 (FMP Marrakech) — Fractures du membre inférieur de l'enfant,BoardReview CaseBasedLearning Imaging LowerExtremity Mechanism::AVP Orthopedics Pediatrics Region::Genou Traumatology
"Patient de 14 ans, sans antécédents particuliers, victime d’un traumatisme du genou lors d’un accident de la voie publique. Quel est le traitement?","Réponse Au bloc opératoire, sous anesthésie générale, réduction du foyer et fixation par deux vis canulées. [image]","Fracture type 1 : Traitement orthopédique par immobilisation cruro-pédieuse genou en extension. Fracture type 2 : Réduction sous anesthésie générale par extension du genou puis immobilisation cruro-pédieuse genou en extension. Traitement chirurgical si traitement orthopédique inefficace. Fracture type 3 et 4 : Réduction et ostéosynthèse chirurgicale par arthroscopie ou arthrotomie puis immobilisation cruro-pédieuse genou à 20 degré de flexion. Plusieurs types d’ostéosynthèse ont été décrits à savoir l’ostéo-suture par du fil résorbable, le fil d’acier et le vissage",Thèse N°53-18 (FMP Marrakech) — Fractures du membre inférieur de l'enfant,BoardReview CaseBasedLearning LowerExtremity Mechanism::AVP NonOperativeManagement Orthopedics Pediatrics Region::Genou SurgicalManagement Traumatology
"Patient de 14 ans, sans antécédents particuliers, victime d’un traumatisme du genou lors d’un accident de la voie publique. Quelles sont les complications possibles ?",Réponse Lésions ligamentaires associées. Lésions méniscales associées.,,Thèse N°53-18 (FMP Marrakech) — Fractures du membre inférieur de l'enfant,BoardReview CaseBasedLearning Complications LowerExtremity Mechanism::AVP Orthopedics Pediatrics Region::Genou Traumatology
"Patient de 14 ans, sans antécédents particuliers, victime d’un traumatisme du genou lors d’un accident de la voie publique. Quelles sont les séquelles possibles ?",Réponse Lésions ligamentaires associées. Lésions méniscales associées. Laxité résiduelle par distension du LCA ou par réduction insuffisante. Diminution des amplitudes articulaires du genou après immobilisation prolongée ou par réduction insuffisante.,,Thèse N°53-18 (FMP Marrakech) — Fractures du membre inférieur de l'enfant,BoardReview CaseBasedLearning Complications LowerExtremity Mechanism::AVP NonOperativeManagement Orthopedics Pediatrics Region::Genou Traumatology
"Patient de 15 ans, sans antécédents pathologiques particuliers, s’était présenté aux urgences suite à un traumatisme du genou gauche lors d’un accident de sport. Interprétez la radiographie. Quel est votre diagnostic ? [image]",Réponse Radiographies de profil de genou gauche d’un garçon de 15 ans objectivant une fracture de la tubérosité tibiale antérieure classée stade II d’Ogden.,Classification des fractures de la tubérosité tibiale antérieure selon Odgen : Type I : Avulsion simple du centre d’ossification. : non déplacée. : déplacée. Type II : : Séparation de la tubérosité tibiale antérieure. : Communition du centre d’ossification. Type III : : Extension du trait de fracture à l’articulation du genou. : Communition du fragment.,Thèse N°53-18 (FMP Marrakech) — Fractures du membre inférieur de l'enfant,BoardReview CaseBasedLearning ClinicalReasoning Imaging LowerExtremity Mechanism::Sport Orthopedics Pediatrics Region::Genou Traumatology
"Patient de 15 ans, sans antécédents pathologiques particuliers, s’était présenté aux urgences suite à un traumatisme du genou gauche lors d’un accident de sport. Quelle est votre attitude thérapeutique ?","Réponse Au bloc opératoire, réduction et par vissage puis immobilisation par plâtre cruropédieux pendant 4 à 6 semaines. [image]",,Thèse N°53-18 (FMP Marrakech) — Fractures du membre inférieur de l'enfant,BoardReview CaseBasedLearning LowerExtremity Mechanism::Sport NonOperativeManagement Orthopedics Pediatrics Region::Genou SurgicalManagement Traumatology
"Patient de 15 ans, sans antécédents pathologiques particuliers, s’était présenté aux urgences suite à un traumatisme du genou gauche lors d’un accident de sport. Quelles sont les complications possibles ?",Réponse -L’évolution en recurvatum est exceptionnelle car ces lésions surviennent chez des adolescents en fin de croissance. -Des syndromes de loge ont été décrits justifiant une surveillance post opératoire attentive. Le pronostic est excellent.,,Thèse N°53-18 (FMP Marrakech) — Fractures du membre inférieur de l'enfant,BoardReview CaseBasedLearning Complications LowerExtremity Mechanism::Sport Orthopedics Pediatrics Region::Genou SurgicalManagement Traumatology
"Enfant de 5 ans, sans antécédents pathologiques particuliers, avait été ramené aux urgences suite à un traumatisme ouvert de la jambe droite secondaire à un accident de la voie publique (piéton heurté par voiture). Quels sont les soins à prodiguer en urgence ?","Réponse Conduite thérapeutique en urgence : premier parage aux urgences, lavage abondant au sérum physiologique, ablation des corps étrangers sérum antitétanique, traitement antalgique: paracétamol à raison de 60 mg/kg/j par voie rectale, anti-inflammatoires non stéroïdiens (AINS): Acide niflurique, antibiothérapie parentérale en intraveineuse, bactéricide débutée immédiatement en monothérapie immobilisation temporaire du foyer de fracture dans une attelle, demander une radiographie de la jambe laisser l’enfant à jeun","Prévention antitétanique : La prophylaxie antitétanique est obligatoire pour toute fracture ouverte, sauf cas de vaccination dument prouvée par le carnet de vaccination, datant de moins de 5 ans. Dans le cas d’une plaie très contaminée ou vaccination datant de 5 à 10 ans un rappel vaccinal est indiqué. Si l’immunisation date de plus de 10 ans, ou jamais effectuée, une immunothérapie avec vaccination sera indiquée. Lavage : Le lavage doit être entrepris en urgence dès l’admission de l’enfant. Ce temps comprend un savonnage avec rinçage et séchage des zones atteintes et saines au-dessus et au-dessous de la plaie. Parage : Temps important de la prise en charge des fractures ouvertes, consiste à l’ablation des tissus dévitalisés, il concerne le tissu cutané, sous cutané, fascias et muscles. Le parage du segment jambier doit être longitudinal et si possible en ellipse, de la superficie à la profondeur, le parage doit être complet mais économe, toute la graisse dévitalisée ou douteuse doit être excisée, tous les fragments osseux libres dévascularisés doivent être réséqués. Références AFIF. Les Fracture de jambe chez l’enfant. Thèse doctorat médecine, Marrakech, 2012 Chotel F, Bereard J, Parot R. Fractures de jambe. In: Clavert JM, Karger C, Lascombes P, Ligier JN, Métaizeau JP, editors. Fractures de l’enfant. Monographie du GEOP. Montpellier : Sauramps médical ; 2002. Fracture ouverte de jambe chez l’enfant. Thèse doctorat médecine, Rabat,2008,131 pages Peter G.Hope ,William G. Cole. Open fractures of the tibia in children. J Bone joint surg Br 1992;74-B:546-53 Irwin , P. Gipson and P. Asheroft. Open fractures of the tibia in children. Injury, 1995,Vol.26,21-24, January J Stewart, G. Tytherleigh-strong, S.Brahathwaj and AA.Quaba . The soft tissu management of children’s open tibial fractures. J.R. Coll surg Edimb.44,Feb 1999.24-30 G Jones, R.D.D. Duncan. Open tibial fractures in children under 13 years of age: 10 years experience. Injury, Int. J. care Injured 34 (2003) 776-780 Adnan A. Faraj Anthony T . Study of twenty-seven paediatric patients with open tibial fractures: the role of definitive skeletal stabilization. Chinese medical journal (Taipei) 2002;65:453-456",Thèse N°53-18 (FMP Marrakech) — Fractures du membre inférieur de l'enfant,CaseBasedLearning Complications Imaging LowerExtremity Mechanism::AVP NonOperativeManagement Orthopedics Pediatrics Region::Jambe Topic::FractureOuverte Traumatology
"Enfant de 5 ans, sans antécédents pathologiques particuliers, avait été ramené aux urgences suite à un traumatisme ouvert de la jambe droite secondaire à un accident de la voie publique (piéton heurté par voiture). Quel est votre diagnostic ? Interprétez la radiographie [image]",Réponse Il s’agit d’une fracture ouverte du 1/3 distal des deux os de la jambe gauche légèrement déplacée,,Thèse N°53-18 (FMP Marrakech) — Fractures du membre inférieur de l'enfant,CaseBasedLearning ClinicalReasoning Complications Imaging LowerExtremity Mechanism::AVP Orthopedics Pediatrics Region::Jambe Topic::FractureOuverte Traumatology
"Enfant de 5 ans, sans antécédents pathologiques particuliers, avait été ramené aux urgences suite à un traumatisme ouvert de la jambe droite secondaire à un accident de la voie publique (piéton heurté par voiture). Quel traitement proposez vous ?","Réponse Vu l’ouverture cutanée, on propose un traitement chirurgical : sous anesthésie générale : ablation des corps étrangers, brossage de la plaie à l’eau oxygénée, lavage abondant au sérum physiologique, parage, suture et pansement antiseptique, excision plan par plan des tissus dévitalisés, fermeture cutanée sans tension, réduction manuelle sous contrôle scopique à l’amplificateur de brillance, contention du foyer de fracture par un fixateur externe. [image]",,Thèse N°53-18 (FMP Marrakech) — Fractures du membre inférieur de l'enfant,CaseBasedLearning Complications LowerExtremity Mechanism::AVP NonOperativeManagement Orthopedics Pediatrics Region::Jambe SurgicalManagement Topic::FractureOuverte Traumatology
"Enfant de 5 ans, sans antécédents pathologiques particuliers, avait été ramené aux urgences suite à un traumatisme ouvert de la jambe droite secondaire à un accident de la voie publique (piéton heurté par voiture). Quelles sont les complications à craindre ?","Réponse Réponse : Différents types de complications peuvent survenir dans le temps : Les complications précoces locales : le syndrome ischémique post-traumatique des loges de la jambe. C’est un œdème post-traumatique à l’origine d’une hyperpression dans les loges aponévrotiques de la jambe, responsable d’une ischémie tissulaire. Le diagnostic est évoqué devant des douleurs insupportables de la jambe à type de brûlures, une jambe turgescente et gonflée, une tension douloureuse des masses musculaires de la loge ischémique avec déficit sensitivomoteur (sciatique poplité externe +++). Aucun examen complémentaire n’est nécessaire au diagnostic et ne doit retarder le traitement +++. Ce dernier est une urgence thérapeutique +++. On procède à une ablation du plâtre et à une aponévrotomie de décharge des 3 loges de la jambe. Le patient est prévenu du risque des séquelles neurologiques. Les complications secondaires locales : -Complications cutanées : -Nécrose cutanée avec ouverture cutanée secondaire +++, -Porte d’entrée à l’infection secondaire, -Infection locale. -Déplacement secondaire : surtout pour les fractures traitées orthopédiquement. Les complications tardives : -retard de consolidation, -pseudarthrose aseptique, -ostéite chronique, -pseudarthrose septique, -cal vicieux",,Thèse N°53-18 (FMP Marrakech) — Fractures du membre inférieur de l'enfant,CaseBasedLearning ClinicalReasoning Complications LowerExtremity Mechanism::AVP NonOperativeManagement Orthopedics Pediatrics Region::Jambe Topic::CalVicieux Topic::FractureOuverte Topic::Neurovasculaire Topic::Pseudarthrose Traumatology
"Enfant de 6 ans, sans antécédents pathologiques particuliers, s’était présenté aux urgences suite à un traumatisme ouvert de la jambe gauche secondaire à un accident de la voie publique. Quel est le votre diagnostic ? [image][image]","Réponse Fracture du tiers inférieur de la jambe avec perte de substance cutanée et osseuse, classée Cauchoix III. Références AFIF. Les Fracture de jambe chez l’enfant. Thèse doctorat médecine, Marrakech, 2012 Chotel F, Bereard J, Parot R. Fractures de jambe. In: Clavert JM, Karger C, Lascombes P, Ligier JN, Métaizeau JP, editors. Fractures de l’enfant. Monographie du GEOP. Montpellier : Sauramps médical ; 2002. Fracture ouverte de jambe chez l’enfant. Thèse doctorat médecine, Rabat,2008,131 pages Peter G.Hope ,William G. Cole. Open fractures of the tibia in children. J Bone joint surg Br 1992;74-B:546-53 Irwin , P. Gipson and P. Asheroft. Open fractures of the tibia in children. Injury, 1995,Vol.26,21-24, January J Stewart, G. Tytherleigh-strong, S.Brahathwaj and AA.Quaba . The soft tissu management of children’s open tibial fractures. J.R. Coll surg Edimb.44,Feb 1999.24-30 G Jones, R.D.D. Duncan. Open tibial fractures in children under 13 years of age: 10 years experience. Injury, Int. J. care Injured 34 (2003) 776-780 Adnan A. Faraj Anthony T . Study of twenty-seven paediatric patients with open tibial fractures: the role of definitive skeletal stabilization. Chinese medical journal (Taipei) 2002;65:453-456","Classification de Cauchoix & Duparc : -classification fondée sur l’importance de l’ouverture cutanée qui met le foyer de fracture en communication avec l’extérieur, -évaluation instantanée sans signification évolutive +++, -elle ne tient pas compte des lésions sous-jacentes +++ (Une fracture évaluée Cauchoix II aux urgences peut être évaluée Cauchoix III après parage au bloc opératoire). CLASSIFICATION CORRESPONDANCE ANATOMO-PATHOLOGIQUE CAUCHOIX I o - Ouverture simple : Plaie ponctiforme ou linéaire, o - Sans décollement sous-cutané, ni contusion, o - Ouverture typiquement de dedans en dehors, o - Suturable sans tension après parage chirurgical, o - Traitement de la fracture et pronostic identiques à ceux des fractures fermées. CAUCHOIX II o - Plaie large associée à une contusion et/ou un décollement, o - sous –cutané, et/ou délimitant des lambeaux de vitalité douteuse, o - Suturable après parage chirurgical, o - Risque élevé de nécrose et d’ouverture cutanée en regard du foyer de fracture. CAUCHOIX III o - Perte de substance limitée ou étendue, cutanée et/ou musculo-aponévrotique. o - D’origine traumatique ou secondaire au parage chirurgical, o - Non suturable.",Thèse N°53-18 (FMP Marrakech) — Fractures du membre inférieur de l'enfant,CaseBasedLearning ClinicalReasoning Complications Imaging LowerExtremity Mechanism::AVP Orthopedics Pediatrics Region::Jambe SurgicalManagement Topic::FractureOuverte Traumatology
